934,2,1,0,1737,386,121,42,5,5,0,6,23,79,616,1063,0,40,17,0,0,0,0,727,23,0,3,2,18,5,860,0,0,1,0,1,3,5,13,3,1,0,1,0,0,2,7,205,5,6,2,0,902,620,91,1,12,1,2,1,0,0,220,2,235,0,205,11,0,11,514,6,1,30,0,0,78,0,2,0,68,99,0,0,0,0,0,1,19,4,25,54,1,1,0,0,0,0,0,71,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,3,0,3,0,0,5,42,1,0,0,0,0,0,0,0,6,3,28,0,46,0,0,0,28,0,0,0,0,60,1015,296,17,2,0,0,2,58,5,0,0,0,0
0,2276,0,0,0,0,0,0,2,14,50,0,0,8,23,4,12,3,1861,107,2161,1757,21,6,100,0,12,0,0,22,0,0,0,9,5,0,280,19,1,0,0,0,3276,34,470,0,1,2,18,3,100,781,6,4,6,3,40,1589,220,1363,1307,749,4,2,1,134,36,1,0,4,0,0,255,352,0,0,0,13,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,31,27,3,0,0,0,2,1,6,0,0,45,0,0,0,0,0,0,9,11,0,0,0,0,4,0,17,0,4,0,2,0,4,0,0,0,0,1,14,9,7,20,1,1,0,0,0,8,8,0,0,1,0,23,14,7,0,39,4,6,3,80,1,2,5,0,1,0,1,0,0
0,0,5257,251,1,2,20,594,1,0,0,13,1,10,5,3835,4,3,0,0,0,0,2,2,2,287,389,1286,827,270,0,0,5,1,3,2,0,0,2,4,55,0,0,0,0,747,2342,1,25,137,0,0,1,3,2,5,15,0,0,0,1,0,0,0,0,0,214,618,3,58,0,0,1,0,1,0,1,0,18,2,0,1,2,34,0,0,0,0,0,0,4,19,0,0,0,1,0,0,0,1,2,31,1,10,19,14,0,0,1,1,0,2,3,1,3,1,8,0,0,0,0,56,40,0,2,1,0,0,2,1,0,4,1,0,0,0,0,0,0,0,0,5,119,28,0,5,0,11,0,1,0,421,151,94,11,0,0,1,2,5,0,1,0,0,0
0,0,0,3582,0,0,1,1,0,0,0,1555,1,0,4,379,268,18,0,0,0,0,3,2,31,2517,15,2119,1173,3,0,0,8,9,0,23,7,7,1,0,620,0,0,3,0,2067,5,3,106,1372,0,0,2,1,9,36,102,0,0,0,0,0,0,0,0,0,9,1132,106,127,0,0,3,20,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,8,0,0,0,0,0,95,231,207,86,3,0,1,1,1,0,0,0,0,0
0,0,0,0,390,481,64,12,8,7,0,0,31,27,303,1521,1,41,3,1,0,0,0,117,5,0,2,2,4,2,234,0,0,0,0,0,1,0,11,0,0,0,0,0,1,3,6,180,1,13,0,0,45,354,22,0,8,1,1,0,0,0,22,18,18,0,90,3,0,7,952,4,0,7,0,0,46,0,0,0,45,82,1,0,0,0,0,1,9,5,8,49,0,0,0,0,0,0,0,56,0,0,0,0,1,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,5,40,0,0,0,0,0,0,0,0,11,5,16,0,41,0,0,0,8,0,0,0,0,44,521,262,17,0,0,0,1,54,7,0,0,0,0
0,0,0,0,0,6220,2054,88,16,7,0,1,23,18,85,5870,8,84,0,0,0,0,1,163,0,2,7,0,12,13,282,1285,0,1,0,1,0,0,35,1,0,0,0,0,0,0,23,135,2,71,0,0,3,70,7,0,0,0,0,0,0,0,9,109,12,0,1563,2,0,4,1223,8,0,0,0,0,251,0,0,0,179,74,0,0,0,0,0,0,23,8,64,90,0,0,0,0,0,0,0,199,0,0,0,0,0,0,21,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,8,162,1,0,0,0,0,0,0,0,25,13,31,0,66,0,0,0,37,0,0,0,0,37,1027,1079,16,7,0,427,4,179,5,1,0,0,4
0,0,0,0,0,0,2707,1810,24,15,0,28,15,80,369,7181,2,23,2,0,0,0,6,35,0,0,110,2,12,82,0,11,0,0,0,0,0,0,10,11,0,0,0,0,9,1,243,10,1,24,0,0,128,161,2,0,16,0,2,0,0,1,9,3,3,2,1313,8,8,3,22,17,0,1,0,0,0,0,0,0,0,0,19,0,0,0,0,6,0,1,111,55,0,1,0,0,0,0,0,0,1,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,3,8,115,0,0,0,0,0,0,0,0,0,0,0,56,3,16,9,0,0,0,0,0,155,275,232,67,22,0,18,15,6,15,8,0,0,1
0,0,0,0,0,0,0,2355,48,2,0,12,0,9,28,5563,1,7,0,0,0,0,0,4,0,0,345,8,21,446,0,5,0,0,0,0,0,0,1,4,0,0,0,0,1,1,2285,1,0,17,0,0,15,4,0,0,44,0,0,0,0,1,1,1,1,3,1429,8,8,2,5,201,0,0,0,0,0,0,6,2,0,0,8,18,0,0,0,2,0,0,28,165,0,0,0,0,0,0,0,0,1,4,0,2,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,252,1,6,121,0,0,0,0,0,29,31,7,6,8,0,9,29,6,13,6,0,0,0
0,0,0,0,0,0,0,0,468,292,0,2,0,1,16,25,2,1,13,2,1,0,18,2,59,60,34,0,1,545,0,1,1,28,0,50,19,11,1,0,47,0,0,1,24,0,268,1,15,0,3,0,0,5,4,23,38,1,12,4,0,2,0,1,0,153,403,1,0,1,0,1105,13,99,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,7,29,5,58,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,91,13,3,0,1,16,41,0,2,84,29,10,115,251,0,14,0,1,0,0,152,0,2,0,1,0,5,3,11,0,0,0,0,14,0,299,0,2,0,2,0,4,0,1,6,0,2,41,31,49,14,6,40,0,0,0,476,152,0,0,0,1,43,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,4,2,1,2,1,0,0,0,0,1,3,0,0,0,0,3,0,0,0,14,3,3,3,222,0,1,1,0,0,0,0,0,0
